YearsExperience,EducationLevel,Age,JobRole,Location,Certifications,PreviousCompanies,PerformanceRating,TechStack,Department,WorkingHours,LeavesTaken,Gender,EmploymentType,RemoteWork,Salary
6,5,56,Engineer,Pune,1,2,3,Java,IT,47,21,Other,PartTime,1,37900.0
16,5,23,Manager,Bangalore,0,5,3,Java,HR,35,13,Male,PartTime,1,61300.0
8,3,48,Engineer,Mumbai,2,4,2,JavaScript,Admin,40,12,Male,Contract,1,9900.0
30,5,64,Consultant,Pune,3,3,5,SQL,IT,48,4,Male,Contract,1,116900.0
6,1,43,Intern,Hyderabad,5,0,4,Python,HR,51,27,Male,PartTime,1,1500.0
16,3,29,Manager,Hyderabad,0,0,4,C++,HR,52,2,Male,Contract,1,48300.0
2,3,39,Manager,Pune,1,0,4,Python,Operations,55,12,Female,PartTime,0,21200.0
15,3,43,Manager,Delhi,3,5,4,Java,Admin,40,11,Male,FullTime,1,37000.0
4,5,33,Intern,Chennai,4,5,1,C++,HR,35,25,Female,FullTime,1,35600.0
19,3,29,Engineer,Hyderabad,0,3,3,C++,HR,42,30,Male,PartTime,0,48500.0
17,2,25,Lead,Pune,1,5,4,JavaScript,IT,42,1,Other,FullTime,0,33800.0
30,2,60,Analyst,Pune,1,4,1,Java,Finance,46,30,Other,Contract,0,74800.0
0,1,50,Lead,Pune,1,1,4,Python,HR,57,7,Male,FullTime,1,37900.0
3,3,43,Analyst,Chennai,2,1,1,Java,Finance,36,10,Male,FullTime,1,24200.0
22,3,53,Engineer,Chennai,1,2,4,JavaScript,Finance,55,19,Male,Contract,0,75700.0
10,5,41,Consultant,Hyderabad,1,4,5,JavaScript,Admin,38,6,Other,PartTime,1,43300.0
19,4,33,Manager,Mumbai,0,0,2,C++,HR,44,22,Male,FullTime,0,58300.0
8,4,62,Consultant,Pune,3,4,1,Python,Admin,51,19,Male,Contract,1,32700.0
29,3,61,Analyst,Chennai,0,4,4,JavaScript,IT,40,28,Male,PartTime,1,92400.0
7,1,61,Analyst,Mumbai,4,1,3,SQL,HR,42,12,Female,PartTime,1,9500.0
7,2,32,Engineer,Bangalore,2,3,3,SQL,Admin,40,13,Male,FullTime,1,36700.0
4,3,42,Director,Bangalore,3,3,3,C++,Operations,35,1,Other,Contract,1,33400.0
11,3,24,Analyst,Chennai,4,5,4,SQL,Finance,53,7,Female,FullTime,0,46400.0
30,1,29,Engineer,Hyderabad,3,4,4,Java,HR,36,23,Male,PartTime,0,74100.0
0,1,51,Consultant,Delhi,1,2,1,JavaScript,HR,57,18,Other,Contract,1,-10200.0
14,4,22,Lead,Hyderabad,2,5,1,JavaScript,Finance,51,9,Female,FullTime,1,25100.0
24,3,56,Director,Mumbai,0,2,2,JavaScript,IT,36,26,Female,Contract,1,53000.0
17,3,31,Lead,Mumbai,5,0,5,JavaScript,Admin,49,12,Male,FullTime,0,55500.0
5,5,49,Manager,Delhi,4,3,4,C++,Admin,50,29,Female,FullTime,1,42300.0
9,2,56,Manager,Chennai,0,0,3,SQL,Finance,48,18,Female,PartTime,0,27600.0
13,5,54,Analyst,Bangalore,1,4,2,C++,Admin,46,10,Other,FullTime,0,63000.0
20,5,29,Lead,Chennai,1,3,3,Python,Finance,39,30,Female,Contract,0,68600.0
25,2,32,Director,Delhi,3,4,5,C++,Admin,51,6,Female,FullTime,1,57900.0
28,3,41,Intern,Chennai,5,3,5,SQL,IT,39,17,Male,Contract,0,86700.0
30,4,25,Lead,Hyderabad,2,2,1,Python,IT,45,29,Other,Contract,1,72800.0
7,2,27,Engineer,Hyderabad,3,1,1,C++,IT,36,11,Other,Contract,0,42600.0
26,1,64,Consultant,Delhi,2,0,3,C++,IT,53,17,Female,Contract,0,56600.0
2,3,57,Consultant,Hyderabad,1,2,4,Java,Admin,40,8,Other,FullTime,1,41400.0
21,2,23,Lead,Hyderabad,0,0,4,C++,Finance,39,0,Male,FullTime,1,46300.0
21,2,35,Analyst,Pune,0,4,3,Java,HR,48,19,Male,PartTime,0,43900.0
25,2,39,Intern,Bangalore,0,4,2,Java,IT,53,9,Female,FullTime,0,73300.0
18,4,23,Lead,Delhi,4,2,5,SQL,Admin,41,1,Male,PartTime,1,61800.0
11,5,40,Consultant,Mumbai,3,1,4,SQL,Finance,52,13,Male,Contract,1,48300.0
11,5,35,Engineer,Chennai,1,1,5,Java,Admin,36,4,Male,PartTime,0,47000.0
14,2,58,Director,Pune,5,1,4,Python,IT,55,19,Other,FullTime,1,41300.0
27,2,31,Manager,Mumbai,5,1,2,SQL,IT,55,4,Female,Contract,0,69100.0
6,5,34,Consultant,Mumbai,0,1,3,SQL,Finance,41,26,Female,PartTime,1,43800.0
26,4,24,Engineer,Bangalore,1,4,1,Java,Admin,37,27,Female,PartTime,1,77300.0
3,3,55,Engineer,Bangalore,3,1,5,C++,Finance,35,5,Female,Contract,0,36000.0
20,5,28,Intern,Hyderabad,4,0,3,Java,Operations,47,7,Female,PartTime,0,61000.0
8,2,41,Consultant,Mumbai,5,1,3,C++,Admin,42,9,Female,PartTime,0,28300.0
21,4,55,Manager,Delhi,1,5,2,C++,Finance,54,30,Female,FullTime,0,62500.0
15,4,24,Lead,Chennai,1,2,4,C++,Admin,58,18,Male,PartTime,0,73300.0
25,2,56,Analyst,Hyderabad,5,0,4,C++,IT,54,28,Male,FullTime,0,80600.0
30,1,34,Director,Delhi,5,2,5,JavaScript,HR,38,15,Female,Contract,0,64100.0
12,4,64,Intern,Hyderabad,2,5,4,Java,Operations,42,13,Other,PartTime,1,42400.0
3,5,23,Lead,Delhi,3,3,2,C++,HR,42,0,Other,Contract,0,17600.0
23,1,40,Manager,Hyderabad,4,5,1,JavaScript,IT,54,30,Female,PartTime,0,46300.0
8,3,28,Consultant,Chennai,4,4,5,C++,IT,55,0,Other,FullTime,0,46600.0
25,5,34,Analyst,Delhi,4,3,4,Java,Operations,59,15,Female,FullTime,1,63600.0
20,2,21,Director,Hyderabad,1,3,3,Python,HR,38,12,Male,Contract,1,36700.0
17,1,40,Analyst,Chennai,4,2,4,Python,Finance,57,23,Female,FullTime,1,42500.0
14,5,34,Manager,Pune,4,3,2,SQL,IT,41,7,Female,FullTime,1,59500.0
14,4,48,Analyst,Chennai,3,3,5,Java,IT,36,11,Female,PartTime,0,61900.0
5,2,59,Director,Chennai,2,4,5,C++,Finance,50,29,Other,Contract,0,9300.0
10,1,29,Lead,Hyderabad,3,5,3,C++,Admin,45,14,Female,PartTime,0,28200.0
30,4,43,Manager,Delhi,5,4,1,Python,Finance,35,8,Female,PartTime,1,109800.0
27,2,36,Intern,Bangalore,3,5,3,Java,HR,46,9,Female,Contract,0,71000.0
7,2,47,Analyst,Bangalore,3,1,4,C++,IT,35,28,Male,FullTime,1,37200.0
28,1,60,Manager,Delhi,4,4,3,JavaScript,Operations,38,5,Male,PartTime,1,45400.0
20,1,28,Intern,Chennai,0,1,4,C++,Admin,55,23,Female,Contract,1,46600.0
16,1,48,Intern,Hyderabad,1,1,1,SQL,IT,42,19,Female,FullTime,1,32300.0
23,5,38,Director,Mumbai,3,5,4,Python,Admin,46,14,Male,Contract,0,91200.0
24,2,54,Director,Mumbai,0,5,5,JavaScript,Operations,56,6,Female,PartTime,0,60300.0
16,3,22,Lead,Chennai,0,4,4,Java,IT,39,16,Female,FullTime,0,38100.0
23,4,44,Intern,Delhi,0,2,2,Java,Finance,44,6,Other,PartTime,0,89300.0
25,1,30,Intern,Hyderabad,0,3,1,JavaScript,IT,40,27,Male,PartTime,1,53700.0
27,2,60,Director,Delhi,1,1,2,Python,Operations,59,30,Female,FullTime,1,61600.0
17,4,28,Lead,Chennai,5,1,1,SQL,Admin,51,20,Female,PartTime,0,55300.0
3,3,25,Consultant,Hyderabad,4,5,5,SQL,IT,45,17,Female,Contract,1,32700.0
28,4,23,Engineer,Pune,4,0,4,JavaScript,Admin,52,11,Male,FullTime,1,89700.0
30,3,53,Lead,Bangalore,2,4,1,Python,Finance,50,1,Other,PartTime,0,65400.0
14,1,50,Analyst,Delhi,0,4,3,Python,HR,42,6,Female,PartTime,1,34400.0
1,5,59,Consultant,Delhi,0,3,1,C++,HR,51,20,Other,PartTime,1,50000.0
1,3,27,Engineer,Chennai,5,0,1,C++,IT,47,12,Male,Contract,1,38900.0
9,1,41,Director,Delhi,4,3,3,Python,IT,54,22,Other,PartTime,0,12700.0
2,4,58,Intern,Chennai,4,2,1,Python,Operations,59,8,Male,PartTime,1,27000.0
29,4,33,Analyst,Pune,3,1,4,Python,Operations,44,5,Other,Contract,1,83100.0
7,4,45,Analyst,Pune,3,1,3,Python,Operations,52,5,Male,FullTime,0,22900.0
19,5,22,Consultant,Pune,4,5,2,C++,IT,56,14,Female,Contract,0,75500.0
6,2,22,Analyst,Bangalore,5,2,2,Python,Finance,53,12,Female,PartTime,0,24500.0
11,3,22,Director,Chennai,0,3,2,SQL,Admin,35,11,Other,PartTime,0,42300.0
25,2,35,Director,Chennai,2,2,3,JavaScript,Finance,50,29,Female,Contract,0,52600.0
18,4,35,Intern,Hyderabad,4,4,4,C++,Finance,41,8,Other,Contract,1,50800.0
25,5,38,Analyst,Pune,0,5,4,SQL,Operations,48,11,Female,PartTime,1,76900.0
27,1,25,Consultant,Pune,1,1,5,C++,Finance,43,21,Other,Contract,0,69800.0
29,5,46,Engineer,Delhi,1,0,3,SQL,Operations,54,5,Male,FullTime,0,86400.0
14,2,50,Analyst,Chennai,4,5,5,JavaScript,Admin,48,30,Male,Contract,1,32500.0
13,4,34,Consultant,Chennai,0,2,3,C++,HR,53,24,Other,PartTime,0,45700.0
15,3,25,Director,Hyderabad,4,1,4,Java,HR,38,9,Male,PartTime,1,56500.0
28,5,60,Director,Hyderabad,4,5,5,Java,Operations,37,20,Male,FullTime,0,87400.0
26,2,41,Lead,Pune,5,0,2,SQL,Admin,49,18,Other,PartTime,1,70300.0
13,2,63,Manager,Delhi,1,3,2,C++,HR,43,23,Other,PartTime,1,37200.0
2,1,28,Engineer,Hyderabad,3,0,2,Java,IT,47,19,Other,PartTime,0,1800.0
17,3,26,Lead,Delhi,2,1,4,Python,IT,57,27,Female,Contract,0,63600.0
28,2,46,Manager,Pune,3,3,3,SQL,Operations,49,27,Male,FullTime,0,51700.0
27,3,24,Consultant,Delhi,0,1,4,Java,Operations,56,2,Other,Contract,0,83400.0
21,4,50,Director,Mumbai,5,2,5,C++,HR,53,0,Male,Contract,1,69400.0
5,5,55,Manager,Mumbai,0,3,5,C++,Operations,35,5,Male,Contract,1,44800.0
16,2,47,Director,Chennai,4,2,5,Python,IT,44,1,Female,FullTime,1,69600.0
22,4,47,Analyst,Delhi,3,1,1,JavaScript,Operations,46,8,Female,Contract,0,54200.0
27,1,64,Engineer,Delhi,0,1,4,Java,Operations,50,0,Female,PartTime,0,75000.0
13,3,63,Director,Mumbai,1,2,5,C++,Admin,57,25,Other,PartTime,1,42400.0
13,4,25,Director,Pune,5,4,5,Python,HR,49,7,Male,Contract,1,62100.0
19,3,60,Director,Hyderabad,2,2,4,Python,Operations,39,18,Female,Contract,1,68300.0
12,3,31,Consultant,Hyderabad,2,1,4,JavaScript,Admin,35,14,Other,PartTime,1,52700.0
26,2,63,Manager,Hyderabad,3,2,4,JavaScript,Finance,47,2,Male,FullTime,1,65100.0
27,3,55,Director,Delhi,5,5,2,C++,Operations,53,17,Other,FullTime,0,95300.0
2,4,31,Analyst,Mumbai,1,5,2,JavaScript,Admin,54,8,Female,FullTime,1,13600.0
12,1,58,Lead,Pune,2,2,5,Python,IT,35,11,Male,FullTime,1,46300.0
28,2,58,Lead,Bangalore,0,4,2,SQL,HR,53,10,Male,Contract,0,52800.0
23,5,25,Consultant,Mumbai,0,3,5,Java,HR,43,18,Male,FullTime,1,68200.0
1,1,57,Lead,Chennai,3,3,5,C++,HR,44,5,Other,FullTime,0,14200.0
8,4,57,Intern,Hyderabad,1,4,3,SQL,Admin,44,8,Other,FullTime,1,42700.0
12,2,46,Director,Hyderabad,4,3,2,SQL,Admin,59,12,Other,FullTime,0,70500.0
7,3,53,Consultant,Pune,2,5,4,SQL,IT,44,20,Other,Contract,0,37800.0
15,1,53,Analyst,Delhi,1,1,3,JavaScript,IT,44,9,Female,PartTime,0,52200.0
23,2,43,Manager,Chennai,2,4,1,JavaScript,Admin,54,21,Other,Contract,0,68400.0
28,5,27,Engineer,Pune,5,5,5,Python,Operations,53,14,Female,FullTime,1,90300.0
2,5,52,Manager,Mumbai,4,1,1,C++,HR,42,20,Male,FullTime,0,36500.0
12,5,29,Consultant,Pune,2,1,5,SQL,Finance,44,21,Male,FullTime,0,55500.0
3,2,36,Intern,Delhi,2,5,3,Java,IT,42,16,Male,PartTime,1,-0.0
17,1,29,Director,Bangalore,0,0,2,C++,Admin,48,16,Female,FullTime,0,30800.0
1,3,64,Analyst,Hyderabad,4,5,2,SQL,Finance,46,15,Other,PartTime,0,43400.0
19,1,63,Engineer,Bangalore,5,1,4,JavaScript,Operations,37,28,Male,FullTime,1,60300.0
21,3,48,Director,Pune,2,1,1,SQL,Finance,48,27,Other,PartTime,0,62800.0
20,1,43,Analyst,Hyderabad,3,1,4,C++,Admin,58,3,Female,Contract,0,65200.0
14,1,32,Manager,Hyderabad,5,0,3,C++,IT,44,20,Female,PartTime,1,31000.0
16,2,62,Analyst,Chennai,0,1,3,JavaScript,Operations,47,25,Male,FullTime,0,44800.0
28,5,29,Analyst,Chennai,3,1,3,Java,Finance,56,23,Other,FullTime,1,89700.0
9,5,32,Manager,Delhi,1,2,3,C++,HR,41,24,Male,Contract,0,44400.0
0,5,29,Lead,Chennai,3,1,2,JavaScript,HR,56,3,Female,Contract,0,31400.0
30,5,39,Engineer,Hyderabad,0,0,1,SQL,Admin,51,27,Male,PartTime,0,86000.0
5,1,56,Intern,Mumbai,4,2,3,JavaScript,IT,36,19,Female,FullTime,1,21100.0
2,5,53,Manager,Hyderabad,3,1,2,JavaScript,Admin,43,28,Female,FullTime,0,37500.0
18,1,33,Engineer,Mumbai,5,1,4,Python,Finance,46,1,Male,PartTime,1,36200.0
6,3,22,Director,Pune,0,1,3,C++,HR,52,13,Other,PartTime,1,25400.0
12,4,60,Intern,Pune,1,5,5,SQL,IT,37,27,Female,PartTime,0,43100.0
12,4,64,Director,Pune,3,1,1,Python,IT,36,14,Other,FullTime,1,58900.0
16,3,45,Lead,Chennai,2,4,5,Python,IT,48,20,Other,PartTime,0,53700.0
0,1,33,Lead,Bangalore,3,5,1,JavaScript,Operations,59,16,Other,Contract,0,8900.0
13,5,33,Intern,Bangalore,4,4,5,SQL,Finance,41,12,Female,PartTime,0,61900.0
28,2,53,Manager,Chennai,0,0,2,SQL,IT,48,10,Female,FullTime,0,87400.0
25,1,47,Manager,Pune,3,1,4,Java,Operations,43,9,Other,PartTime,0,82100.0
2,1,60,Engineer,Bangalore,2,4,1,Java,HR,39,18,Other,Contract,0,25800.0
13,3,57,Intern,Pune,5,3,3,C++,HR,53,6,Female,Contract,0,56400.0
23,3,39,Manager,Mumbai,4,5,1,Java,HR,53,28,Male,PartTime,0,64000.0
0,2,42,Lead,Bangalore,2,4,5,Java,HR,51,18,Female,Contract,0,4000.0
15,5,37,Consultant,Mumbai,1,0,4,C++,Finance,42,14,Male,Contract,1,62400.0
9,4,22,Intern,Chennai,2,5,3,SQL,Admin,40,30,Female,Contract,0,33000.0
12,5,32,Lead,Chennai,5,0,2,C++,Operations,43,24,Female,FullTime,1,58500.0
3,5,53,Lead,Bangalore,0,3,5,JavaScript,Finance,48,30,Other,FullTime,0,19800.0
8,1,48,Engineer,Hyderabad,4,2,4,SQL,HR,48,16,Male,PartTime,0,22700.0
13,2,46,Consultant,Delhi,1,5,5,C++,HR,43,27,Male,PartTime,1,28800.0
3,1,45,Manager,Bangalore,0,4,2,JavaScript,IT,53,6,Other,Contract,1,13200.0
9,3,48,Consultant,Chennai,0,3,3,SQL,Operations,58,21,Female,FullTime,0,28800.0
7,4,51,Manager,Chennai,0,0,4,SQL,HR,39,11,Female,FullTime,1,42300.0
22,2,64,Intern,Chennai,1,0,4,Python,IT,46,20,Male,PartTime,1,56100.0
2,2,51,Engineer,Delhi,4,1,4,SQL,Finance,47,5,Other,Contract,1,18100.0
22,5,47,Engineer,Delhi,1,5,1,JavaScript,Finance,41,23,Other,Contract,0,58500.0
30,1,64,Intern,Hyderabad,3,2,1,C++,Finance,40,6,Female,FullTime,1,77000.0
6,5,21,Analyst,Delhi,0,3,3,Java,Admin,41,3,Female,Contract,0,52200.0
9,5,55,Engineer,Chennai,0,0,4,Python,Admin,49,21,Other,Contract,0,50300.0
2,2,53,Manager,Bangalore,0,5,5,C++,Operations,45,14,Female,PartTime,1,32000.0
1,4,21,Manager,Delhi,0,5,3,JavaScript,Finance,58,0,Male,FullTime,1,29300.0
14,3,29,Lead,Chennai,3,2,2,SQL,Finance,39,1,Female,Contract,1,42000.0
8,5,53,Lead,Bangalore,4,4,3,C++,Operations,40,9,Other,Contract,1,36600.0
14,4,64,Analyst,Delhi,5,4,3,Java,Finance,45,19,Other,PartTime,1,70900.0
16,5,57,Intern,Delhi,4,5,4,SQL,Operations,58,28,Male,FullTime,0,50200.0
29,4,35,Engineer,Mumbai,0,4,3,Java,HR,52,25,Female,Contract,0,74300.0
6,1,35,Director,Pune,3,0,3,C++,Operations,42,24,Female,PartTime,1,15800.0
19,3,49,Analyst,Delhi,5,2,4,SQL,Operations,58,12,Female,PartTime,1,50500.0
17,2,61,Consultant,Delhi,1,2,3,JavaScript,Operations,50,9,Other,PartTime,0,43500.0
14,1,41,Engineer,Hyderabad,0,5,1,JavaScript,IT,59,21,Other,PartTime,1,34400.0
17,5,38,Manager,Pune,5,2,5,C++,Finance,50,3,Male,Contract,0,47100.0
23,5,36,Analyst,Chennai,0,0,1,JavaScript,IT,52,12,Other,FullTime,1,76200.0
22,3,49,Analyst,Mumbai,3,4,4,JavaScript,IT,38,6,Male,PartTime,0,66700.0
11,3,61,Intern,Delhi,2,3,4,Python,IT,45,25,Female,FullTime,1,24100.0
22,3,47,Engineer,Chennai,3,5,1,SQL,Operations,45,24,Other,FullTime,0,59000.0
20,5,35,Manager,Delhi,4,0,4,SQL,Admin,46,8,Female,FullTime,1,60000.0
29,5,29,Engineer,Hyderabad,4,3,5,Java,HR,35,9,Female,Contract,0,105200.0
25,2,48,Manager,Hyderabad,0,2,1,Java,Operations,50,1,Male,PartTime,0,56900.0
7,3,22,Intern,Chennai,5,3,1,C++,IT,38,18,Male,FullTime,1,34300.0
29,4,41,Manager,Bangalore,3,4,1,Python,Admin,58,25,Other,FullTime,1,76800.0
1,2,31,Lead,Delhi,5,3,1,SQL,Finance,52,23,Other,FullTime,0,28800.0
1,4,52,Director,Bangalore,5,1,5,SQL,HR,40,11,Male,PartTime,1,27600.0
4,1,42,Lead,Chennai,1,5,3,Java,IT,35,17,Female,FullTime,1,8800.0
30,3,55,Consultant,Mumbai,3,2,1,Python,IT,42,30,Female,FullTime,1,88900.0
0,2,62,Analyst,Mumbai,1,1,1,C++,Finance,39,11,Male,FullTime,1,22900.0
21,2,61,Consultant,Delhi,4,3,3,SQL,Operations,37,2,Male,FullTime,0,46000.0
3,1,36,Analyst,Delhi,5,2,5,SQL,Finance,56,27,Male,PartTime,1,11200.0
5,1,51,Engineer,Mumbai,3,2,1,Java,HR,36,2,Other,Contract,0,4400.0
22,1,30,Engineer,Hyderabad,2,1,4,Python,IT,56,29,Other,PartTime,1,58400.0
12,2,60,Engineer,Pune,1,0,2,C++,HR,51,10,Male,Contract,1,35700.0
18,5,56,Lead,Delhi,3,2,1,JavaScript,Operations,51,6,Other,PartTime,0,60600.0
10,4,41,Manager,Chennai,3,1,1,C++,Finance,41,19,Female,PartTime,0,40800.0
12,4,28,Director,Delhi,3,4,3,Java,IT,46,9,Female,FullTime,1,36500.0
7,1,62,Analyst,Chennai,1,0,3,Python,Admin,42,13,Male,FullTime,1,28200.0
6,5,64,Intern,Mumbai,4,5,2,Java,Finance,53,15,Male,FullTime,0,48100.0
12,5,53,Analyst,Delhi,0,1,2,Java,HR,52,11,Other,PartTime,0,27900.0
0,1,60,Consultant,Hyderabad,5,4,4,SQL,HR,42,23,Other,Contract,1,8900.0
5,3,42,Engineer,Chennai,5,3,5,C++,Admin,49,9,Female,PartTime,0,44100.0
6,2,50,Lead,Hyderabad,1,5,4,Java,Operations,50,16,Female,Contract,0,19900.0
15,3,43,Intern,Chennai,3,5,3,SQL,Admin,50,0,Other,PartTime,1,56500.0
29,5,35,Engineer,Bangalore,3,0,2,SQL,IT,45,3,Other,Contract,0,78800.0
26,1,63,Lead,Pune,4,0,4,SQL,IT,53,18,Male,PartTime,1,70400.0
14,2,46,Manager,Hyderabad,4,4,1,SQL,Operations,58,24,Male,PartTime,1,39900.0
19,4,36,Engineer,Pune,3,5,2,SQL,Operations,42,14,Male,FullTime,0,62000.0
29,5,30,Consultant,Hyderabad,4,1,1,Python,Finance,44,22,Female,Contract,1,85500.0
1,2,56,Manager,Pune,5,1,3,Java,Finance,55,2,Other,FullTime,0,16400.0
25,2,48,Analyst,Hyderabad,4,1,2,Python,Finance,51,0,Male,Contract,0,75600.0
24,3,62,Analyst,Hyderabad,2,5,1,C++,Operations,38,11,Male,FullTime,1,60200.0
22,4,46,Analyst,Hyderabad,2,4,3,SQL,Admin,43,6,Female,FullTime,0,64000.0
15,3,51,Manager,Mumbai,1,5,2,C++,Admin,39,17,Female,Contract,0,51400.0
16,3,38,Engineer,Delhi,2,3,4,Python,Finance,49,21,Male,FullTime,0,54400.0
23,3,37,Lead,Hyderabad,2,1,4,C++,HR,42,10,Male,Contract,0,68000.0
14,3,52,Lead,Pune,1,1,3,JavaScript,Operations,40,7,Male,FullTime,0,39900.0
2,5,59,Consultant,Bangalore,4,2,3,JavaScript,Finance,53,27,Female,FullTime,0,19400.0
3,4,25,Intern,Chennai,0,5,1,JavaScript,IT,53,14,Male,Contract,1,22100.0
11,3,62,Engineer,Pune,5,5,1,SQL,Finance,36,26,Other,Contract,0,49200.0
4,5,49,Director,Mumbai,5,4,3,Python,Operations,36,12,Male,Contract,1,32200.0
16,5,56,Consultant,Pune,1,4,5,JavaScript,HR,56,7,Female,FullTime,0,76800.0
30,2,59,Consultant,Delhi,3,5,3,Python,HR,44,9,Male,Contract,1,66300.0
5,2,31,Intern,Mumbai,2,0,1,Java,Operations,54,8,Other,PartTime,1,3800.0
9,1,53,Lead,Pune,2,3,4,JavaScript,Finance,38,11,Female,FullTime,0,35100.0
21,5,24,Lead,Mumbai,5,0,3,Python,Finance,56,9,Female,FullTime,1,75400.0
17,1,53,Engineer,Pune,1,3,2,Python,Operations,43,5,Other,FullTime,1,68900.0
26,5,21,Engineer,Pune,5,2,4,SQL,HR,58,14,Male,FullTime,0,71400.0
9,3,41,Intern,Bangalore,5,3,3,Java,Finance,38,0,Female,Contract,0,35900.0
5,3,37,Engineer,Delhi,4,4,3,JavaScript,Admin,37,6,Other,Contract,0,32800.0
23,1,54,Director,Bangalore,4,2,2,Python,Admin,56,1,Other,PartTime,1,46600.0
5,3,49,Consultant,Bangalore,2,4,2,Python,Finance,46,29,Other,PartTime,1,32600.0
19,3,23,Manager,Delhi,4,3,4,Java,IT,41,14,Male,Contract,1,64800.0
14,2,44,Intern,Mumbai,0,3,3,JavaScript,HR,51,15,Other,FullTime,1,52300.0
3,3,54,Analyst,Mumbai,0,1,3,Java,Finance,45,21,Male,Contract,0,10300.0
24,2,22,Consultant,Mumbai,5,2,1,JavaScript,Finance,41,16,Male,FullTime,1,64400.0
15,4,51,Manager,Bangalore,1,3,1,Python,Operations,54,0,Female,FullTime,0,52400.0
21,5,60,Consultant,Delhi,5,0,3,SQL,Finance,36,4,Female,FullTime,0,70600.0
23,2,27,Manager,Mumbai,0,5,4,SQL,IT,56,25,Female,Contract,0,71900.0
7,2,49,Engineer,Chennai,2,4,5,C++,Finance,55,9,Female,FullTime,1,43000.0
6,2,31,Engineer,Bangalore,1,5,4,C++,Operations,45,30,Other,FullTime,0,29300.0
18,5,63,Consultant,Hyderabad,5,0,4,C++,HR,51,27,Male,FullTime,0,69300.0
25,5,45,Consultant,Mumbai,3,2,3,Java,Operations,37,14,Male,FullTime,0,81500.0
16,5,39,Engineer,Bangalore,4,5,2,SQL,IT,44,1,Female,FullTime,1,53100.0
20,3,31,Analyst,Delhi,3,2,3,C++,HR,54,17,Male,PartTime,0,53700.0
12,2,55,Consultant,Delhi,1,5,3,C++,Operations,42,24,Female,FullTime,0,41700.0
14,5,53,Manager,Hyderabad,1,3,1,JavaScript,Operations,55,0,Male,PartTime,1,29900.0
25,4,25,Analyst,Mumbai,3,1,4,C++,Admin,50,0,Male,PartTime,0,66800.0
25,5,55,Lead,Hyderabad,0,2,2,Java,Operations,37,26,Other,FullTime,1,86500.0
30,1,23,Manager,Delhi,4,5,4,SQL,IT,59,5,Male,FullTime,0,81000.0
1,1,51,Intern,Mumbai,5,2,5,Java,Admin,48,18,Female,PartTime,1,700.0
27,2,32,Analyst,Chennai,0,4,5,Java,HR,36,8,Other,Contract,0,76800.0
9,2,24,Consultant,Chennai,1,1,5,SQL,Operations,37,21,Other,Contract,0,13600.0
12,2,52,Analyst,Chennai,0,3,2,C++,HR,38,17,Female,Contract,0,38200.0
17,3,44,Director,Hyderabad,2,0,2,SQL,IT,46,22,Female,PartTime,1,48400.0
29,1,56,Analyst,Pune,1,1,5,C++,IT,52,14,Other,Contract,1,59300.0
22,1,22,Consultant,Mumbai,2,0,1,SQL,IT,56,0,Female,PartTime,0,64900.0
10,2,25,Consultant,Pune,0,4,1,Java,Operations,54,26,Male,PartTime,1,32300.0
12,1,32,Analyst,Chennai,3,2,3,Python,HR,39,16,Female,PartTime,1,22100.0
18,1,45,Consultant,Pune,4,2,2,C++,IT,55,21,Male,FullTime,1,54100.0
28,3,61,Consultant,Pune,3,1,1,SQL,IT,35,27,Male,PartTime,1,71600.0
23,4,44,Director,Hyderabad,1,0,3,Java,Operations,52,26,Other,FullTime,1,80100.0
24,2,45,Analyst,Mumbai,1,3,3,C++,Finance,58,24,Other,FullTime,0,59500.0
29,4,64,Manager,Delhi,5,1,4,C++,HR,47,29,Female,Contract,1,73200.0
28,4,38,Engineer,Pune,1,1,4,JavaScript,Finance,35,23,Male,FullTime,0,83500.0
23,3,40,Manager,Chennai,0,1,4,Python,HR,59,9,Other,Contract,1,49100.0
21,1,53,Engineer,Chennai,5,4,1,C++,Finance,35,8,Other,FullTime,1,44300.0
4,2,49,Director,Hyderabad,4,5,4,SQL,IT,40,21,Male,Contract,1,27300.0
2,5,49,Analyst,Pune,5,0,5,Python,Admin,44,3,Male,PartTime,1,30800.0
18,4,42,Intern,Hyderabad,0,1,3,Java,Operations,58,10,Male,Contract,0,55200.0
22,4,32,Consultant,Pune,3,5,5,JavaScript,Finance,39,23,Female,PartTime,1,83900.0
12,3,54,Consultant,Chennai,4,4,5,Python,Finance,37,30,Female,PartTime,0,32400.0
4,4,24,Intern,Pune,5,1,4,SQL,Finance,50,6,Other,Contract,1,11400.0
11,4,25,Director,Delhi,1,5,2,Java,Finance,41,9,Male,FullTime,1,32900.0
13,4,30,Consultant,Hyderabad,2,2,1,JavaScript,Operations,48,9,Other,FullTime,0,49000.0
5,3,42,Director,Hyderabad,0,1,4,Java,Operations,48,10,Female,PartTime,0,29500.0
29,1,45,Director,Chennai,5,4,4,C++,Operations,53,7,Male,PartTime,0,56000.0
21,4,21,Manager,Hyderabad,2,5,4,SQL,Operations,36,20,Female,Contract,1,71700.0
8,2,30,Director,Chennai,3,2,1,Python,HR,50,0,Other,PartTime,1,24500.0
16,4,35,Intern,Chennai,2,5,1,C++,Admin,47,21,Other,Contract,0,30700.0
